 expiry_date | strike_price | option_type | num_trading_days | total_volume | total_oi | avg_premium | volume_to_oi_ratio 
-------------+--------------+-------------+------------------+--------------+----------+-------------+--------------------
 2019-11-07  |     30200.00 | CE          |               31 |       776837 |   655180 |      593.15 |             118.57
 2019-11-07  |     30200.00 | PE          |               31 |      2368312 |  1655660 |     1306.44 |             143.04
 2019-11-07  |     30300.00 | CE          |               31 |      1101265 |   768720 |      521.72 |             143.26
 2019-11-07  |     30300.00 | PE          |               31 |      2438673 |  1568960 |     1403.02 |             155.43
 2019-11-07  |     30400.00 | CE          |               31 |      1312052 |   751840 |      481.39 |             174.51
 2019-11-07  |     30400.00 | PE          |               31 |      2267287 |  1089140 |     1464.71 |             208.17
 2019-11-07  |     30500.00 | CE          |               31 |      3387827 |  2361060 |      412.92 |             143.49
 2019-11-07  |     30500.00 | PE          |               31 |      3036337 |  1677220 |      938.04 |             181.03
 2019-11-07  |     30600.00 | CE          |               31 |      3090655 |  1159060 |      605.70 |             266.65
 2019-11-07  |     30600.00 | PE          |               31 |      2470986 |  1250380 |     1568.04 |             197.62
 2019-11-07  |     30700.00 | CE          |               30 |      4082072 |  2069340 |     1356.48 |             197.26
 2019-11-07  |     30700.00 | PE          |               30 |      1130999 |   232900 |     1595.83 |             485.62
 2019-11-07  |     30800.00 | CE          |               30 |      3980694 |  2163400 |     1258.27 |             184.00
 2019-11-07  |     30800.00 | PE          |               30 |       358041 |    82580 |     1651.51 |             433.57
 2019-11-07  |     30900.00 | CE          |               30 |      2919253 |  1696020 |     1404.53 |             172.12
 2019-11-07  |     30900.00 | PE          |               30 |        92835 |    42620 |     1712.02 |             217.82
 2019-11-07  |     31000.00 | CE          |               30 |      4818521 |  4782180 |      976.58 |             100.76
 2019-11-07  |     31000.00 | PE          |               30 |        74308 |    88560 |     1711.27 |              83.91
 2019-11-07  |     31100.00 | CE          |               30 |      1698834 |   941920 |     1331.79 |             180.36
 2019-11-07  |     31100.00 | PE          |               30 |         4842 |     8920 |     1867.75 |              54.28
 2019-11-07  |     31200.00 | CE          |               30 |      1368108 |  1056280 |     1297.41 |             129.52
 2019-11-07  |     31200.00 | PE          |               30 |         2523 |     5820 |     1932.73 |              43.35
 2019-11-07  |     31300.00 | CE          |               30 |      1118275 |   867740 |     1319.10 |             128.87
 2019-11-07  |     31300.00 | PE          |               30 |         1029 |     3020 |     1991.31 |              34.07
 2019-11-07  |     31400.00 | CE          |               30 |       465480 |   530360 |     1285.90 |              87.77
 2019-11-07  |     31500.00 | CE          |               30 |      3659825 |  2249300 |     1200.80 |             162.71
 2019-11-07  |     31600.00 | CE          |               30 |       165407 |   307800 |     1273.65 |              53.74
 2019-11-07  |     31700.00 | CE          |               30 |       112063 |   203620 |     1241.35 |              55.04
 2019-11-07  |     31800.00 | CE          |               30 |        71819 |   130420 |     1209.96 |              55.07
 2019-11-07  |     31900.00 | CE          |               30 |        45970 |    50320 |     1179.17 |              91.36
 2019-11-07  |     32000.00 | CE          |               30 |       187657 |   757820 |      868.92 |              24.76
 2019-11-07  |     32100.00 | CE          |               30 |        43326 |    88160 |     1073.38 |              49.14
 2019-11-07  |     32200.00 | CE          |               30 |        60868 |   157500 |     1045.71 |              38.65
 2019-11-14  |     25200.00 | PE          |               36 |         1219 |     9200 |      363.20 |              13.25
 2019-11-14  |     25400.00 | PE          |               36 |         2524 |        0 |      437.55 |                   
 2019-11-14  |     25500.00 | PE          |               38 |         5018 |      200 |      345.42 |            2509.00
 2019-11-14  |     25700.00 | PE          |               38 |         5016 |      240 |      396.78 |            2090.00
 2019-11-14  |     25800.00 | PE          |               38 |         3501 |       20 |      422.73 |           17505.00
 2019-11-14  |     25900.00 | PE          |               38 |         5007 |       80 |      451.21 |            6258.75
 2019-11-14  |     26100.00 | PE          |               38 |         7505 |       40 |      512.11 |           18762.50
 2019-11-14  |     26200.00 | PE          |               41 |         2003 |       40 |      452.05 |            5007.50
 2019-11-14  |     26800.00 | PE          |               41 |         3709 |        0 |      632.78 |                   
 2019-11-14  |     27000.00 | PE          |               41 |         1308 |    19280 |      632.98 |               6.78
 2019-11-14  |     27300.00 | PE          |               41 |         3251 |       60 |      817.76 |            5418.33
 2019-11-14  |     27500.00 | PE          |               41 |         3303 |    31480 |      810.72 |              10.49
 2019-11-14  |     28000.00 | PE          |               41 |        21548 |   340060 |      905.63 |               6.34
 2019-11-14  |     28500.00 | PE          |               41 |        43186 |   504540 |     1115.71 |               8.56
 2019-11-14  |     28600.00 | PE          |               41 |         3465 |     9720 |     1337.36 |              35.65
 2019-11-14  |     28700.00 | PE          |               41 |         8269 |    36500 |     1315.62 |              22.65
 2019-11-14  |     28800.00 | PE          |               41 |        15193 |    78480 |     1443.85 |              19.36
 2019-11-14  |     28900.00 | PE          |               41 |        29396 |   154880 |     1379.67 |              18.98
 2019-11-14  |     29000.00 | PE          |               41 |       220000 |  1101060 |     1314.58 |              19.98
 2019-11-14  |     29100.00 | PE          |               41 |        61416 |   180620 |     1442.38 |              34.00
 2019-11-14  |     29200.00 | PE          |               41 |        81664 |   194060 |     1495.98 |              42.08
 2019-11-14  |     29300.00 | PE          |               41 |       105151 |   219300 |     1593.57 |              47.95
 2019-11-14  |     29400.00 | PE          |               41 |       125396 |   296980 |     1604.59 |              42.22
 2019-11-14  |     29500.00 | CE          |               40 |         2202 |    66120 |      834.87 |               3.33
 2019-11-14  |     29500.00 | PE          |               40 |       560329 |  1856500 |     1320.73 |              30.18
 2019-11-14  |     29600.00 | PE          |               40 |       232160 |   326200 |     1522.48 |              71.17
 2019-11-14  |     29700.00 | PE          |               40 |       335605 |   463140 |     1449.69 |              72.46
 2019-11-14  |     29800.00 | PE          |               35 |       577075 |  1011640 |     1123.16 |              57.04
 2019-11-14  |     29900.00 | CE          |               35 |         1978 |    16760 |      846.56 |              11.80
 2019-11-14  |     29900.00 | PE          |               35 |       735030 |   726320 |     1171.71 |             101.20
 2019-11-14  |     30000.00 | CE          |               35 |        47104 |   218340 |      795.22 |              21.57
 2019-11-14  |     30000.00 | PE          |               35 |      2434576 |  3072480 |     1161.58 |              79.24
 2019-11-14  |     30100.00 | CE          |               35 |        13489 |    25900 |      754.69 |              52.08
 2019-11-14  |     30100.00 | PE          |               35 |      1405111 |   887060 |     1242.89 |             158.40
 2019-11-14  |     30200.00 | CE          |               35 |        66044 |   127840 |      698.15 |              51.66
 2019-11-14  |     30200.00 | PE          |               35 |      2103303 |  1353720 |     1295.16 |             155.37
 2019-11-14  |     30300.00 | CE          |               35 |       181443 |    77680 |      662.92 |             233.58
 2019-11-14  |     30300.00 | PE          |               35 |      2563920 |  1464780 |     1350.08 |             175.04
 2019-11-14  |     30400.00 | CE          |               35 |       506557 |    93880 |      621.04 |             539.58
 2019-11-14  |     30400.00 | PE          |               35 |      2746215 |  1520780 |     1440.78 |             180.58
 2019-11-14  |     30500.00 | CE          |               35 |      1737831 |   999600 |      570.76 |             173.85
 2019-11-14  |     30500.00 | PE          |               35 |      4447829 |  3148560 |     1498.12 |             141.27
 2019-11-14  |     30600.00 | CE          |               35 |      2536883 |   606780 |      551.87 |             418.09
 2019-11-14  |     30600.00 | PE          |               35 |      2734826 |  1399400 |     1597.93 |             195.43
 2019-11-14  |     30700.00 | CE          |               34 |      3873867 |   890120 |     1699.14 |             435.21
 2019-11-14  |     30700.00 | PE          |               34 |      2058291 |  1446460 |     1659.38 |             142.30
 2019-11-14  |     30800.00 | CE          |               34 |      3879904 |  2030440 |     1653.20 |             191.09
 2019-11-14  |     30800.00 | PE          |               34 |      1163976 |   513140 |     1712.03 |             226.83
 2019-11-14  |     30900.00 | CE          |               34 |      2490049 |  1259000 |     1609.79 |             197.78
 2019-11-14  |     30900.00 | PE          |               34 |       605402 |   298600 |     1726.62 |             202.75
 2019-11-14  |     31000.00 | CE          |               34 |      4210497 |  3043040 |     1408.23 |             138.36
 2019-11-14  |     31000.00 | PE          |               34 |       663583 |   719600 |     1785.54 |              92.22
 2019-11-14  |     31100.00 | CE          |               34 |      1800552 |  1285060 |     1527.77 |             140.11
 2019-11-14  |     31100.00 | PE          |               34 |       162496 |    98380 |     1920.82 |             165.17
 2019-11-14  |     31200.00 | CE          |               34 |      2229010 |  1672100 |      917.75 |             133.31
 2019-11-14  |     31200.00 | PE          |               34 |        73371 |    70480 |     1943.97 |             104.10
 2019-11-14  |     31300.00 | CE          |               34 |      1634157 |  1145660 |     1452.06 |             142.64
 2019-11-14  |     31300.00 | PE          |               34 |        21399 |    31500 |     2084.90 |              67.93
 2019-11-14  |     31400.00 | CE          |               34 |      1250839 |  1054620 |     1416.40 |             118.61
 2019-11-14  |     31400.00 | PE          |               34 |         6825 |    16940 |     2192.14 |              40.29
 2019-11-14  |     31500.00 | CE          |               34 |      6549504 |  2855740 |     1230.46 |             229.35
 2019-11-14  |     31500.00 | PE          |               34 |        16479 |    32400 |     2162.15 |              50.86
 2019-11-14  |     31600.00 | CE          |               34 |       660372 |   525240 |     1397.20 |             125.73
 2019-11-14  |     31600.00 | PE          |               34 |         1082 |     6960 |     2223.04 |              15.55
 2019-11-14  |     31700.00 | CE          |               34 |       557705 |   399240 |     1412.82 |             139.69
 2019-11-14  |     31800.00 | CE          |               34 |       444485 |   516600 |     1379.30 |              86.04
 2019-11-14  |     31900.00 | CE          |               34 |       319238 |   313260 |     1393.28 |             101.91
 2019-11-14  |     32000.00 | CE          |               34 |       694730 |  1647120 |     1130.77 |              42.18
 2019-11-14  |     32000.00 | PE          |               34 |         1051 |    18800 |     2394.36 |               5.59
 2019-11-14  |     32100.00 | CE          |               34 |       144163 |   186600 |     1283.46 |              77.26
 2019-11-14  |     32200.00 | CE          |               34 |       175922 |   568760 |     1164.10 |              30.93
 2019-11-14  |     32300.00 | CE          |                3 |        23580 |    50940 |        2.45 |              46.29
 2019-11-14  |     32400.00 | CE          |                2 |         3803 |     7820 |        0.78 |              48.63
 2019-11-14  |     32500.00 | CE          |                2 |         3880 |     4600 |        0.70 |              84.35
 2019-11-21  |     25200.00 | PE          |               37 |         6578 |     1480 |      415.94 |             444.46
 2019-11-21  |     25300.00 | PE          |               37 |         5500 |        0 |      442.27 |                   
 2019-11-21  |     25500.00 | PE          |               37 |         1002 |      400 |      339.50 |             250.50
 2019-11-21  |     25600.00 | PE          |               37 |         2500 |        0 |      542.62 |                   
 2019-11-21  |     26200.00 | PE          |               37 |         5004 |       80 |      754.28 |            6255.00
 2019-11-21  |     26400.00 | PE          |               37 |         2506 |       20 |      835.24 |           12530.00
 2019-11-21  |     27500.00 | PE          |               37 |         1286 |     9440 |     1336.11 |              13.62
 2019-11-21  |     28000.00 | PE          |               37 |         2806 |    29320 |     1623.81 |               9.57
 2019-11-21  |     28500.00 | PE          |               36 |        16327 |    89280 |      779.94 |              18.29
 2019-11-21  |     29000.00 | PE          |               36 |        89101 |   405300 |      871.57 |              21.98
 2019-11-21  |     29100.00 | PE          |               36 |        17973 |    27660 |     1086.48 |              64.98
 2019-11-21  |     29200.00 | PE          |               36 |        29291 |    89160 |     1133.71 |              32.85
 2019-11-21  |     29300.00 | PE          |               36 |        32375 |    57340 |     1149.23 |              56.46
 2019-11-21  |     29400.00 | PE          |               36 |        31494 |    61960 |     1098.59 |              50.83
 2019-11-21  |     29500.00 | PE          |               36 |       200722 |   852100 |     1142.27 |              23.56
 2019-11-21  |     29600.00 | PE          |               36 |        45516 |    66900 |     1298.84 |              68.04
 2019-11-21  |     29700.00 | PE          |               36 |        50786 |   104520 |     1205.37 |              48.59
 2019-11-21  |     29800.00 | PE          |               36 |        88080 |   165720 |     1260.76 |              53.15
 2019-11-21  |     29900.00 | PE          |               36 |        74553 |   110680 |     1379.26 |              67.36
 2019-11-21  |     30000.00 | CE          |               36 |         4585 |    49080 |      915.25 |               9.34
 2019-11-21  |     30000.00 | PE          |               36 |       457796 |   952840 |     1322.72 |              48.05
 2019-11-21  |     30100.00 | PE          |               36 |        98219 |   124880 |     1411.36 |              78.65
 2019-11-21  |     30200.00 | CE          |               36 |         1164 |     6720 |      831.59 |              17.32
 2019-11-21  |     30200.00 | PE          |               36 |       145348 |   151060 |     1504.95 |              96.22
 2019-11-21  |     30300.00 | CE          |               36 |         1661 |     7540 |      805.68 |              22.03
 2019-11-21  |     30300.00 | PE          |               36 |       165001 |   183360 |     1561.06 |              89.99
 2019-11-21  |     30400.00 | CE          |               36 |         8789 |    11660 |      752.18 |              75.38
 2019-11-21  |     30400.00 | PE          |               36 |       160233 |   163300 |     1621.04 |              98.12
 2019-11-21  |     30500.00 | CE          |               36 |        75647 |   268480 |      697.59 |              28.18
 2019-11-21  |     30500.00 | PE          |               36 |       540107 |   985540 |     1681.22 |              54.80
 2019-11-21  |     30600.00 | CE          |               36 |        43356 |    74700 |      681.92 |              58.04
 2019-11-21  |     30600.00 | PE          |               36 |       200090 |   227520 |     1744.16 |              87.94
 2019-11-21  |     30700.00 | CE          |               35 |        58413 |   117520 |     1869.65 |              49.70
 2019-11-21  |     30700.00 | PE          |               35 |       227839 |   263360 |     1871.60 |              86.51
 2019-11-21  |     30800.00 | CE          |               35 |        93446 |   181900 |     1883.78 |              51.37
 2019-11-21  |     30800.00 | PE          |               35 |       206928 |   265220 |     1922.16 |              78.02
 2019-11-21  |     30900.00 | CE          |               35 |       109498 |   103740 |     1938.67 |             105.55
 2019-11-21  |     30900.00 | PE          |               35 |       158002 |   180820 |     1974.25 |              87.38
 2019-11-21  |     31000.00 | CE          |               35 |       516603 |   681480 |     1839.90 |              75.81
 2019-11-21  |     31000.00 | PE          |               35 |       285462 |   370420 |     2027.78 |              77.06
 2019-11-21  |     31100.00 | CE          |               35 |       224396 |   243760 |     1849.24 |              92.06
 2019-11-21  |     31100.00 | PE          |               35 |        66921 |    74560 |     2131.10 |              89.75
 2019-11-21  |     31200.00 | CE          |               35 |       349257 |   368780 |     1806.02 |              94.71
 2019-11-21  |     31200.00 | PE          |               35 |        22401 |    23420 |     2186.94 |              95.65
 2019-11-21  |     31300.00 | CE          |               35 |       304860 |   380540 |     1763.71 |              80.11
 2019-11-21  |     31300.00 | PE          |               35 |         6529 |    11340 |     2242.64 |              57.57
 2019-11-21  |     31400.00 | CE          |               35 |       247036 |   210700 |     1722.35 |             117.25
 2019-11-21  |     31400.00 | PE          |               35 |         1510 |     4340 |     2358.30 |              34.79
 2019-11-21  |     31500.00 | CE          |               35 |       787540 |   891420 |     1582.31 |              88.35
 2019-11-21  |     31500.00 | PE          |               35 |         5366 |    21160 |     2307.39 |              25.36
 2019-11-21  |     31600.00 | CE          |               35 |       177334 |   164460 |     1644.92 |             107.83
 2019-11-21  |     31700.00 | CE          |               35 |       148273 |   181400 |     1607.50 |              81.74
 2019-11-21  |     31800.00 | CE          |               35 |       176952 |   229260 |     1572.08 |              77.18
 2019-11-21  |     31900.00 | CE          |               35 |        92672 |    89740 |     1631.39 |             103.27
 2019-11-21  |     32000.00 | CE          |               35 |       395407 |   749180 |     1358.11 |              52.78
 2019-11-21  |     32100.00 | CE          |               35 |        66449 |    93460 |     1467.64 |              71.10
 2019-11-21  |     32200.00 | CE          |               35 |        93465 |   168980 |     1387.31 |              55.31
 2019-11-21  |     32300.00 | CE          |                4 |        64926 |   116920 |       24.56 |              55.53
 2019-11-21  |     32400.00 | CE          |                3 |        37538 |    31380 |        9.35 |             119.62
 2019-11-21  |     32500.00 | CE          |                3 |        86112 |   171480 |        7.27 |              50.22
 2019-11-21  |     32600.00 | CE          |                3 |        20292 |    22940 |        6.78 |              88.46
 2019-11-21  |     32700.00 | CE          |                3 |        20783 |    31860 |       33.03 |              65.23
 2019-11-21  |     32800.00 | CE          |                1 |         3605 |     6240 |        3.65 |              57.77
 2019-11-21  |     32900.00 | CE          |                1 |         3742 |     5300 |        3.00 |              70.60
 2019-11-21  |     33000.00 | CE          |                1 |         3680 |     9220 |        2.95 |              39.91
 2019-11-28  |     25200.00 | PE          |               48 |         3278 |   196840 |      351.44 |               1.67
 2019-11-28  |     25500.00 | PE          |               48 |         3587 |   172900 |      288.92 |               2.07
 2019-11-28  |     26000.00 | PE          |               50 |         6309 |   407820 |      408.90 |               1.55
 2019-11-28  |     26500.00 | PE          |               50 |         3922 |   189780 |      379.33 |               2.07
 2019-11-28  |     27000.00 | PE          |               50 |        19758 |   904100 |      453.32 |               2.19
 2019-11-28  |     27500.00 | CE          |               50 |         2574 |   568960 |     2080.74 |               0.45
 2019-11-28  |     27500.00 | PE          |               50 |        28037 |   821000 |      781.15 |               3.41
 2019-11-28  |     28000.00 | CE          |               50 |         4705 |   689780 |     1830.35 |               0.68
 2019-11-28  |     28000.00 | PE          |               50 |        99453 |  2796780 |      721.83 |               3.56
 2019-11-28  |     28500.00 | CE          |               50 |         2351 |   199900 |     1448.48 |               1.18
 2019-11-28  |     28500.00 | PE          |               50 |        97329 |  2128600 |     1068.13 |               4.57
 2019-11-28  |     28700.00 | PE          |               50 |         1202 |    15520 |     1630.89 |               7.74
 2019-11-28  |     28800.00 | PE          |               50 |         2736 |    35540 |     1458.20 |               7.70
 2019-11-28  |     28900.00 | PE          |               50 |         1019 |     6380 |     1659.37 |              15.97
 2019-11-28  |     29000.00 | CE          |               49 |        14309 |   829900 |     1084.65 |               1.72
 2019-11-28  |     29000.00 | PE          |               49 |       168510 |  2761640 |     1202.00 |               6.10
 2019-11-28  |     29100.00 | PE          |               44 |         5758 |    28120 |     1475.62 |              20.48
 2019-11-28  |     29200.00 | PE          |               43 |         7210 |    48200 |     1383.50 |              14.96
 2019-11-28  |     29300.00 | PE          |               43 |         4667 |    45060 |     1301.16 |              10.36
 2019-11-28  |     29400.00 | PE          |               43 |         5073 |    22720 |     1551.70 |              22.33
 2019-11-28  |     29500.00 | CE          |               41 |        25917 |   873940 |      957.83 |               2.97
 2019-11-28  |     29500.00 | PE          |               41 |       208493 |  4548100 |     1119.02 |               4.58
 2019-11-28  |     29600.00 | PE          |               41 |         4952 |    42820 |     1380.98 |              11.56
 2019-11-28  |     29700.00 | PE          |               41 |         7024 |    69660 |     1440.59 |              10.08
 2019-11-28  |     29800.00 | PE          |               36 |        22665 |   448420 |     1139.88 |               5.05
 2019-11-28  |     29900.00 | PE          |               36 |         6931 |    70140 |     1188.33 |               9.88
 2019-11-28  |     30000.00 | CE          |               36 |       109930 |  2929280 |      788.21 |               3.75
 2019-11-28  |     30000.00 | PE          |               36 |       240332 |  3096880 |     1171.23 |               7.76
 2019-11-28  |     30100.00 | CE          |               36 |         2176 |    35540 |      948.82 |               6.12
 2019-11-28  |     30100.00 | PE          |               36 |        12287 |   122020 |     1289.24 |              10.07
 2019-11-28  |     30200.00 | CE          |               36 |         5602 |    84880 |      870.47 |               6.60
 2019-11-28  |     30200.00 | PE          |               36 |        25056 |   310080 |     1274.89 |               8.08
 2019-11-28  |     30300.00 | CE          |               36 |         6235 |    80520 |      826.71 |               7.74
 2019-11-28  |     30300.00 | PE          |               36 |        14931 |   143280 |     1420.21 |              10.42
 2019-11-28  |     30400.00 | CE          |               36 |         6621 |    55920 |      784.24 |              11.84
 2019-11-28  |     30400.00 | PE          |               36 |        13158 |    72480 |     1506.93 |              18.15
 2019-11-28  |     30500.00 | CE          |               36 |       174029 |  3516780 |      587.18 |               4.95
 2019-11-28  |     30500.00 | PE          |               36 |       156001 |  1146160 |     1441.21 |              13.61
 2019-11-28  |     30600.00 | CE          |               36 |        14389 |   125640 |      735.67 |              11.45
 2019-11-28  |     30600.00 | PE          |               36 |        13792 |   103520 |     1599.27 |              13.32
 2019-11-28  |     30700.00 | CE          |               35 |        14232 |   131940 |     1742.49 |              10.79
 2019-11-28  |     30700.00 | PE          |               35 |        13081 |    56600 |     1813.20 |              23.11
 2019-11-28  |     30800.00 | CE          |               35 |        14683 |    64480 |     1751.89 |              22.77
 2019-11-28  |     30800.00 | PE          |               35 |        11306 |    60500 |     1796.03 |              18.69
 2019-11-28  |     30900.00 | CE          |               35 |        12260 |    64600 |     1705.25 |              18.98
 2019-11-28  |     30900.00 | PE          |               35 |         5755 |    25640 |     1833.08 |              22.45
 2019-11-28  |     31000.00 | CE          |               35 |       276025 |  3163960 |      677.81 |               8.72
 2019-11-28  |     31000.00 | PE          |               35 |        70037 |   789000 |     1774.92 |               8.88
 2019-11-28  |     31100.00 | CE          |               35 |        10157 |    57280 |     1617.84 |              17.73
 2019-11-28  |     31100.00 | PE          |               35 |         2699 |    14540 |     2036.22 |              18.56
 2019-11-28  |     31200.00 | CE          |               35 |        15849 |    76180 |     1575.84 |              20.80
 2019-11-28  |     31200.00 | PE          |               35 |         1259 |    17860 |     2041.61 |               7.05
 2019-11-28  |     31300.00 | CE          |               35 |         9475 |    60000 |     1481.61 |              15.79
 2019-11-28  |     31400.00 | CE          |               35 |         7669 |    33720 |     1496.28 |              22.74
 2019-11-28  |     31500.00 | CE          |               35 |       167998 |   955680 |     1185.15 |              17.58
 2019-11-28  |     31500.00 | PE          |               35 |         6987 |   130520 |     2038.56 |               5.35
 2019-11-28  |     31600.00 | CE          |               35 |         4399 |    59680 |     1576.49 |               7.37
 2019-11-28  |     31700.00 | CE          |               35 |         4628 |    35200 |     1540.06 |              13.15
 2019-11-28  |     31800.00 | CE          |               35 |         6468 |    42360 |     1504.22 |              15.27
 2019-11-28  |     31900.00 | CE          |               35 |         3197 |     9680 |     1418.86 |              33.03
 2019-11-28  |     32000.00 | CE          |               35 |       227979 |  2166860 |      484.55 |              10.52
 2019-11-28  |     32000.00 | PE          |               35 |         4779 |   294960 |     2429.27 |               1.62
 2019-11-28  |     32100.00 | CE          |               35 |         2740 |    19100 |     1253.97 |              14.35
 2019-11-28  |     32200.00 | CE          |               35 |        33328 |   429240 |      310.32 |               7.76
 2019-11-28  |     32300.00 | CE          |                4 |         2493 |    34220 |       79.44 |               7.29
 2019-11-28  |     32500.00 | CE          |                3 |        20687 |   127100 |       41.52 |              16.28
 2019-11-28  |     32700.00 | CE          |                3 |         4858 |    36460 |       28.43 |              13.32
 2019-11-28  |     33000.00 | CE          |                1 |         2141 |    10700 |       16.65 |              20.01
 2019-12-26  |     28600.00 | PE          |               32 |         2400 |   576000 |     1450.53 |               0.42
 2019-12-26  |     29000.00 | PE          |               32 |         1613 |    43980 |     1283.70 |               3.67
 2019-12-26  |     30000.00 | CE          |               32 |        11410 |   318860 |     1899.64 |               3.58
 2019-12-26  |     30000.00 | PE          |               32 |         5399 |   116100 |     1319.74 |               4.65
 2019-12-26  |     30500.00 | PE          |               32 |         1122 |    20780 |     2256.03 |               5.40
 2019-12-26  |     31000.00 | CE          |               32 |         2271 |    33160 |     1500.47 |               6.85
 2019-12-26  |     31000.00 | PE          |               32 |         3098 |    51800 |     2515.04 |               5.98
 2019-12-26  |     32000.00 | CE          |                6 |         1643 |    27280 |      497.55 |               6.02
(1535 rows)

 trade_date | daily_volume | unique_instruments | daily_value_lakhs | is_max_day | volume_rank 
------------+--------------+--------------------+-------------------+------------+-------------
 2019-11-14 |     47421062 |                302 |      315982955.19 | ★ MAX      |           1
 2019-10-24 |     44247150 |                304 |      288193622.67 |            |           2
 2019-11-07 |     42919973 |                302 |      286364755.53 |            |           3
 2019-10-17 |     42017146 |                304 |      265066175.04 |            |           4
 2019-10-31 |     39464790 |                304 |      262075507.80 |            |           5
 2019-11-06 |     22558237 |                302 |      155405134.28 |            |           6
 2019-10-30 |     20470847 |                304 |      140008868.95 |            |           7
 2019-11-13 |     19869734 |                302 |      137034636.48 |            |           8
 2019-10-23 |     18874201 |                304 |      127828961.51 |            |           9
 2019-10-16 |     18531045 |                304 |      120721405.30 |            |          10
(10 rows)

   symbol   |   call_oi   |   put_oi   | call_volume | put_volume | pcr_oi | sentiment 
------------+-------------+------------+-------------+------------+--------+-----------
 OFSS       |        2250 |       4200 |           5 |          2 |  1.867 | Bearish
 BOSCHLTD   |       73650 |     108480 |         764 |        584 |  1.473 | Bearish
 NIFTY      |  3396995925 | 3983429100 |   227198236 |  200016332 |  1.173 | Neutral
 CUMMINSIND |     9335900 |    9556400 |        6764 |       4582 |  1.024 | Neutral
 HINDUNILVR |    44887200 |   45737400 |      232212 |     196285 |  1.019 | Neutral
 MUTHOOTFIN |    34960500 |   34923000 |       30011 |      22386 |  0.999 | Neutral
 BERGEPAINT |    45958000 |   45746800 |       18238 |       9957 |  0.995 | Neutral
 DLF        |   572703600 |  562878400 |      412151 |     306506 |  0.983 | Neutral
 SIEMENS    |    14996300 |   14668500 |       36109 |      22113 |  0.978 | Neutral
 ASIANPAINT |    89106600 |   82936800 |      187716 |     145852 |  0.931 | Neutral
 BAJFINANCE |    96459250 |   89276250 |      751994 |     499239 |  0.926 | Neutral
 BHARTIARTL |   403095972 |  370274040 |      393708 |     342635 |  0.919 | Neutral
 CENTURYTEX |    18831600 |   16581000 |       50235 |      34915 |  0.880 | Neutral
 SRTRANSFIN |    17310600 |   15146400 |       31703 |      20963 |  0.875 | Neutral
 BANKNIFTY  |   570883380 |  495052040 |   549233430 |  437967496 |  0.867 | Neutral
 GODREJCP   |    15207200 |   13039200 |       18191 |      10312 |  0.857 | Neutral
 KOTAKBANK  |    94583200 |   79710000 |      558782 |     411415 |  0.843 | Neutral
 JUBLFOOD   |    33286000 |   27883000 |      113018 |      68033 |  0.838 | Neutral
 TORNTPHARM |     3893000 |    3212500 |        3056 |       2086 |  0.825 | Neutral
 MARUTI     |    62545425 |   50986500 |     1891759 |    1647535 |  0.815 | Neutral
 HINDALCO   |   527835000 |  424098500 |      207796 |     141765 |  0.803 | Neutral
 TATAMTRDVR |   158898000 |  126528000 |       16583 |       8281 |  0.796 | Bullish
 BPCL       |   282391200 |  220888800 |      337999 |     193230 |  0.782 | Bullish
 SUNTV      |    47593000 |   37153000 |       77739 |      44931 |  0.781 | Bullish
 SRF        |    11939750 |    9300750 |       85304 |      42031 |  0.779 | Bullish
 INDIGO     |    81363600 |   63288600 |      252948 |     195946 |  0.778 | Bullish
 ZEEL       |   369096000 |  285116000 |      440215 |     333343 |  0.772 | Bullish
 BALKRISIND |    11720000 |    9032800 |       12258 |       5715 |  0.771 | Bullish
 HINDZINC   |    18147200 |   13955200 |        4271 |       1427 |  0.769 | Bullish
 JUSTDIAL   |    84442400 |   64145200 |       73167 |      47139 |  0.760 | Bullish
 BAJAJ-AUTO |    24489750 |   18441500 |      178122 |     126892 |  0.753 | Bullish
 TITAN      |   187560000 |  139943250 |      471028 |     276817 |  0.746 | Bullish
 CHOLAFIN   |    22760000 |   16855000 |        3269 |       1382 |  0.741 | Bullish
 PFC        |   593284200 |  438687200 |       85133 |      48911 |  0.739 | Bullish
 RELINFRA   |    91056000 |   66348000 |       13534 |       7901 |  0.729 | Bullish
 M&MFIN     |    56631250 |   41100000 |       44456 |      23587 |  0.726 | Bullish
 MCX        |    13209000 |    9580200 |       27202 |      14636 |  0.725 | Bullish
 RECLTD     |   460818000 |  330816000 |       86108 |      50865 |  0.718 | Bullish
 ESCORTS    |    91614600 |   65696400 |      176900 |      76863 |  0.717 | Bullish
 INFY       |   787083600 |  559204800 |      993817 |     567112 |  0.710 | Bullish
 BATAINDIA  |    43354300 |   30320400 |      110926 |      53166 |  0.699 | Bullish
 TATAMOTORS |  2302398600 | 1596186000 |     1130455 |     731633 |  0.693 | Bullish
 EQUITAS    |   185848000 |  127760000 |       53324 |      35788 |  0.687 | Bullish
 INDUSINDBK |   167797200 |  115295200 |      862313 |     542448 |  0.687 | Bullish
 AMARAJABAT |    13216700 |    9039800 |       24082 |      11090 |  0.684 | Bullish
 BSOFT      |    16575000 |   11322000 |        1015 |       1128 |  0.683 | Bullish
 RBLBANK    |   330980400 |  224227200 |      444986 |     369029 |  0.677 | Bullish
 IDFCFIRSTB |  1826424000 | 1223724000 |       95808 |      34703 |  0.670 | Bullish
